source_id,teff_gspphot,logg_gspphot,lum_flame,radius_flame
150839251463296,4776.1675,4.8288,0.099478394,0.46066076
153656749988352,4297.9766,4.5749,0.15287377,0.70023596
158574488170368,5169.3975,4.5969,0.27075854,0.6469371
162109245908224,3943.0247,5.0358,,
162835095728512,5183.0034,4.6624,0.53207326,0.90537614
163178693110144,5118.632,4.5648,0.3061456,0.70327276
177193170821888,3059.4956,4.8149,,
178979877236736,3298.6685,4.8811,,
180152403876352,5739.6875,4.1001,1.927169,1.4213314
188742338478976,5728.5347,4.3624,1.0734128,1.0453777
190254166954880,3409.0513,4.4435,,
196950020426496,5118.0728,4.6846,0.19369058,0.5594875
197087459379456,5957.859,4.7081,,
200390289748096,4248.313,5.1174,,
200459009224320,4573.6914,4.1918,0.3000158,0.87187505
202688096740992,3318.9421,4.9407,,
203585745439360,5161.9565,4.609,0.57098305,0.9458416
204513458372992,4723.1943,4.4512,0.3021084,0.82066154
204685257063424,4993.837,4.4779,0.46702,0.9161295
213133457398528,5092.624,4.7852,,
213236536615936,4204.808,5.0039,,
213683213211776,3709.2195,4.3918,,
218253058432384,5134.0537,4.3928,0.547313,0.9344701
219219426355200,4684.733,3.2189,7.9778113,4.302937
229626131842688,4485.5566,4.6893,,
230077103684480,3565.0166,4.431,0.027700135,0.43539384
239319873292800,4861.027,4.4946,0.30912906,0.7799713
241823839039744,4561.6704,4.6865,0.16652347,0.6549494
242785911699456,5056.1978,4.7908,,
243198228558976,4427.9097,4.4403,0.18582253,0.7416381
243541825945088,3939.5713,4.8278,0.03718398,0.41478968
244679992475264,5668.175,4.5677,0.64349115,0.8368392
246501058639872,4237.4844,4.6549,0.11130934,0.62123454
248798865901184,3358.2095,4.9077,0.008580103,0.27519318
249142463293824,3333.0525,4.4651,,
260549896484864,4296.2383,4.5364,0.10598132,0.5844338
261580688793984,5154.8457,4.7808,,
264849158894848,4247.014,4.5469,0.14516097,0.7034337
265570713400704,4247.224,4.8776,,
266872088338944,4952.7363,4.5885,0.2147271,0.63198966
268005959709824,3392.3723,4.1389,,
271545012929536,3337.7732,4.5932,,
275084065982720,3286.7778,5.0328,0.007074965,0.25948834
279692565863680,6513.4746,3.8885,6.953451,2.0740528
285327563123584,4296.8965,4.6573,0.09463763,0.5589254
289927472382464,3666.7917,4.2557,0.08330894,0.7260642
291267502391168,3645.894,4.5552,,
296769355993728,5606.706,4.6814,0.33117038,0.61041284
299170241991680,3567.9556,4.6146,,
303332066025600,5375.259,4.2724,1.1380241,1.2298362
303911885899648,4355.4673,4.7454,,
306110909166592,3333.3801,4.9296,,
309890480394368,3542.8179,4.8567,,
312025079826176,4965.8916,4.5428,0.3164912,0.76369715
314705139419648,5783.4854,4.3528,1.3197283,1.1462383
318686573629056,4553.819,4.8438,,
320374496271488,4600.346,4.6247,0.2059189,0.7112492
325936478442496,4761.086,4.6556,0.26328757,0.75452065
329720345100928,4609.809,4.5172,0.21884064,0.7356233
333220743783040,4105.203,4.379,0.18215325,0.84204984
334839946261504,5454.736,4.6959,0.30191132,0.6158095
335011744790016,6289.6113,4.1348,3.254156,1.5196071
335733299323520,3420.5093,4.8282,0.019765908,0.40100402
343979636496128,4883.9263,4.6611,0.21732143,0.65219945
344799974864000,3579.3225,4.4255,,
345281011200384,4867.692,4.659,0.17371725,0.5872228
350954663380480,4563.8193,4.5505,0.23153308,0.76719147
356624020207232,5648.543,4.4671,0.75299835,0.9111762
356894602484992,4537.6055,4.7755,0.13804273,0.60904783
358612589409536,4651.847,4.8829,,
360158777641728,5629.5015,4.6928,0.3392198,0.6115221
363118010811648,3596.2908,4.3974,0.03550452,0.49452972
363908284759552,5272.7344,4.3667,0.7059909,1.004819
367103739744256,3995.6685,4.3936,0.116605945,0.7112105
367103740401536,4824.344,4.4553,0.36522555,0.8692152
374113127011712,5110.3687,4.5113,0.4094772,0.8116965
379404526800384,4314.719,4.6808,0.09757091,0.56009084
380641477316096,4195.914,4.6621,0.100203894,0.59924585
384077451135360,4685.8955,4.4825,0.1716815,0.63027
387616504230400,5396.082,4.6805,0.26720253,0.5915423
392285133177728,5891.0586,3.8678,3.651269,1.8353703
399745491860864,5393.885,4.2517,1.5977026,1.4501667
400428391329536,4468.8335,4.7779,0.08226535,0.48102507
400668909499776,3615.949,4.8694,,
402764853554688,3481.5325,4.8291,0.02918003,0.47121158
404723358599936,3698.8042,4.9899,,
414004783259904,5552.051,4.5986,0.5289688,0.7866636
415344813056128,5316.088,4.4157,0.57340074,0.89441043
415443597152128,4966.1206,4.8517,,
419223168376576,4996.9575,4.7086,0.44221973,0.87906986
419983377735040,4444.4067,4.6413,0.1232003,0.59154266
420979810146304,4182.4097,4.4502,0.19955228,0.80925876
421254688054144,4643.1035,4.8463,,
424548927284352,3372.5037,4.1125,,
439396629901056,3416.5137,4.6134,,
440216967995136,3780.1719,4.7944,,
446474735979776,5540.9033,4.579,0.52613574,0.79017156
448532024818304,3255.4832,4.5545,,
451353818853760,5448.0024,4.6027,0.33601254,0.6676097
453823424531584,3446.0083,4.5518,,
454033877924224,4446.4614,4.719,0.19985119,0.7526538
455129094616960,3740.1177,4.6831,0.06225718,0.633644
460252991114368,4152.5396,4.7652,0.08333362,0.5537369
463478511024896,3704.7444,4.8265,,
467228017999488,4084.5037,4.5842,0.12938392,0.7204808
470698351575808,3759.5652,4.3865,0.06610665,0.6065076
470968934038400,5207.397,4.613,0.26906034,0.63674635
472725576137600,4864.8174,4.5382,0.35975358,0.84940517
476294693458816,5919.3857,4.6096,0.51374507,0.6831355
478429292678272,4427.278,4.621,0.1667533,0.69336486
480349142628224,3440.8438,4.5713,0.024462724,0.44203275
483372799646592,5963.9326,4.6476,,
487191025952384,5192.2817,3.6173,1.381682,1.4422655
491481697948544,3488.1348,4.6566,,
492516785395968,5948.215,4.3157,1.4589369,1.1376569
500827546654464,3578.4954,4.4143,0.07974108,0.7359048
505981507426560,3338.7168,4.6181,,
513265771854592,5130.8784,4.3783,0.5715644,0.9520384
514640161486720,3601.999,4.6194,0.05581684,0.6068923
519003848291840,4069.8252,4.7848,0.05717651,0.48110408
520000280744704,4131.8804,4.3489,0.24619089,0.96798146
520382533198592,5031.1284,4.4858,0.41258126,0.8498237
521001008486528,4972.433,4.6423,0.44149086,0.88947296
524948082896384,5225.326,3.6383,5.5302925,2.890245
526666070034688,3672.2832,4.8136,0.045519255,0.52659017
533301794816768,5160.7153,4.366,0.74806917,1.0738012
534568809856768,3758.589,4.5015,0.04307965,0.5071229
537699841356928,5456.0205,4.7053,,
538490115399424,4688.211,4.5179,0.259307,0.7713089
544292615862400,4060.0732,4.7103,0.17521515,0.8648703
546251120915584,3636.7446,4.3397,0.16462652,1.0242168
548725022094080,4011.1475,5.0275,,
548763677077632,5365.509,4.6731,0.28045106,0.6135757
550683527190016,4800.535,4.8633,0.085274115,0.42433363
552264075159552,5147.629,4.7418,,
554703616586240,3278.276,4.8996,0.013302057,0.3596962
554742271549056,5218.939,4.1712,1.4036859,1.4532996
556666416895360,5324.523,4.5201,0.4672713,0.8047476
559754498141056,5066.7344,4.7908,,
560201174742400,3477.086,4.4451,,
563778882838400,4282.376,4.6079,0.1556417,0.7105706
565359430818944,4219.767,4.5557,0.12593855,0.6610561
566111049719424,4585.289,4.5221,0.2289668,0.7561282
566871259287168,5669.709,4.6334,0.43886846,0.6850191
570444672076928,5375.887,4.4331,0.67615485,0.9488693
577557137916288,4420.104,4.6736,0.13405637,0.62588334
578686714002176,5736.569,4.5571,0.48000637,0.7011795
579481283260288,5607.4014,4.6258,0.72264,0.9007925
583600156577024,4454.4653,4.6465,0.16632481,0.6908294
585047560886912,5765.9004,4.0076,0.8644875,0.92107457
585352503188608,4800.6143,4.5363,0.28951088,0.7787403
590064082677888,7120.4683,4.3467,3.2049172,1.1715723
591404112473856,3521.7163,4.7766,0.034746807,0.50070107
595282467283968,3564.6057,4.5414,,
596381978925184,4215.1064,4.6818,0.13110358,0.6789009
598099965780352,5000.8765,4.4339,0.3710251,0.79300433
598654017293568,5387.344,4.4303,0.71740484,0.97083026
602016976004352,5236.037,4.7447,0.20141062,0.5457816
604937553770368,4133.868,4.5175,0.07888654,0.54605156
605903922055808,3994.1003,4.8975,,
607136577027072,3596.5554,4.4621,,
609099377751168,5090.8296,4.6912,0.36760205,0.7815929
610400752210688,4169.6655,4.7059,0.09495727,0.5850236
5291399870976,5441.6387,4.6079,0.33913952,0.66528517
5394479088256,3772.0022,4.7452,0.048593152,0.5179469
5841155589888,3190.7615,5.0143,,
6528350458496,3732.3132,4.6284,0.086056545,0.70091283
6700149148032,5713.1484,4.7437,,
9281425163264,5908.665,4.0295,2.9179304,1.6304789
10136122991360,6097.154,4.7064,,
14190572136320,3575.7322,4.6203,,
22849226088192,5671.2534,4.7424,,
23609436034944,5183.732,4.6748,0.5441706,0.90995383
25361782720768,3925.097,4.6748,0.075965956,0.59799
32538672468992,4601.665,4.5727,0.19491544,0.6952014
35424890268800,4879.724,4.7914,0.12243823,0.49180856
35596688952320,6772.3926,4.0542,5.090996,1.6277019
35910222391936,5417.1855,4.7773,,
38929583588992,4416.485,5.0586,,
44873818331776,3633.4878,4.9184,,
55254755090560,4442.2993,4.5169,0.255318,0.8529039
59481002873984,5568.742,3.6037,4.2784305,2.2197528
62951336478720,5711.355,4.2465,1.5033607,1.2605572
65631396062976,4397.0005,4.5542,0.19765264,0.7603039
68998650425344,4611.672,4.6356,0.19065996,0.68393606
71678709978880,4758.0938,4.4499,0.36831033,0.8934234
72670846859648,4576.688,4.5596,0.3721294,0.97360396
74079596145920,3567.5403,4.8879,0.036495503,0.504567
78962974507776,4188.669,4.685,0.102053866,0.6066764
88755499944320,5510.7407,4.5315,0.72558475,0.93972313
91469919274368,5683.1743,4.3312,1.0765145,1.0730747
91981019891456,5003.886,4.7846,,
97963909822720,4786.838,4.4707,0.24974719,0.7181655
98921687079296,3940.9946,4.8284,,
101739185620864,3566.6433,4.5909,,
111398567550336,5410.8843,4.5365,0.47144315,0.7812962
115727894578176,4958.874,4.5744,0.34196275,0.7922175
115899693267968,3415.696,4.8889,0.016291898,0.36472583
117304147161088,3778.2341,4.6634,0.05928685,0.58921474
118884695112704,4776.781,4.8516,,
122492467680256,4367.4224,4.8355,,
123935576645760,5662.465,4.7337,,
128784595132928,4170.666,4.5764,0.14071622,0.7153381
130154689323520,3608.041,4.4069,0.057862658,0.6158114
131361575508352,4958.128,3.0829,3.2846067,2.4459245
132289288469632,4285.217,4.6885,0.13992143,0.6923584
133698037738240,3469.4321,4.5213,0.037721597,0.5380682
139156940806400,3444.431,4.433,0.026945196,0.457451
139333034825728,4822.962,4.721,0.30817017,0.7984495
140634409560576,5478.5947,4.6634,0.32319912,0.631523
141390323396224,3296.1343,4.6271,,
143353124093184,4066.2004,4.3972,0.08262044,0.57667774
143456203308032,5484.002,4.6299,0.53697354,0.82178754
147854249795968,3754.4563,4.7575,0.038097687,0.46191424
149430502203392,4167.807,4.9936,,
154382600107392,5310.245,4.6247,0.5414145,0.87683916
154653182438528,3558.9978,4.395,0.043940183,0.54995
154829276705920,3485.0435,4.8159,0.023144979,0.4169008
156306745454592,5796.069,4.3683,1.0901018,1.0371084
157028299959936,4998.0605,4.708,0.17864785,0.56321657
163934607355648,4592.2793,4.5282,0.22037518,0.7372685
166782170338560,3545.2908,4.7627,,
170974058197504,3686.6187,4.7526,0.07254029,0.657249
171489454517888,3318.2424,4.6385,0.009353811,0.29513082
172554606397824,4550.1353,4.7075,0.17841849,0.68937975
173211736706432,4635.145,4.4765,0.3122902,0.85653913
173757197241344,4319.471,4.8579,,
177197466380544,5707.813,4.6012,0.43530038,0.67696744
182415851083776,4859.4766,4.7992,,
183244780328576,5417.141,4.3935,0.70054895,0.94933057
185718681487488,5797.0327,4.219,1.6427382,1.2714187
193999378414464,4797.7847,4.4888,0.3192036,0.81794363
196370200385280,5654.1245,4.2316,1.56585,1.3008466
203585745438976,4823.468,4.7283,0.2807329,0.7614391
204543522743168,3841.74,4.7773,,
209319526138496,5111.62,4.4661,0.53850555,0.9365925
213137752695040,4818.172,4.6495,0.26796094,0.74359673
215126322240384,3816.3345,4.6892,0.0450408,0.5130897
216431992291200,3976.6213,4.9951,,
220215858794496,4940.321,4.6265,0.22763571,0.6499771
223063421841536,5137.172,4.7567,0.1642271,0.5152087
230111463421568,4288.356,4.6771,0.12848671,0.6501053
233856674900480,5306.2324,4.1555,2.5800714,1.906606
235054970536320,3989.367,4.7555,0.12286831,0.7337022
239796614448256,5117.1626,4.6359,0.46574643,0.86912745
240552528704128,3797.3252,4.7869,,
241892558484352,3136.9055,5.0524,,
246943440019200,4305.888,4.7749,0.08310927,0.51667863
248558347728640,3739.3108,4.6702,0.0675049,0.6258177
249245542511360,3552.441,4.7397,,
249352916919808,3694.717,4.4146,0.14555402,0.93216074
250246270117248,4728.2534,2.6504,50.242886,10.562994
251582004721024,4600.859,4.3456,0.33106825,0.9110079
255705173340672,5734.1978,4.7392,0.34171322,0.5931742
256534102237056,5258.356,4.4395,0.6083693,0.9344721
260416752668928,4537.673,4.601,0.19725038,0.71619016
261065292555008,3529.6907,4.5566,,
262508401730176,3331.869,4.6105,,
264192028714368,3614.1748,4.7642,0.027542543,0.4356279
266562850687232,5087.9043,4.6058,0.28755838,0.6883414
271132696062464,5070.363,4.6864,0.43367186,0.8538273
272064703949952,5429.467,4.6185,0.35662022,0.67492074
273026776623360,3748.4653,4.6425,0.06437499,0.60070264
275015346504448,3674.6387,4.8645,0.04998217,0.55222905
275908699710976,3482.2493,4.5592,0.031559013,0.4978814
276424095786112,3246.7715,4.6137,,
286289635801728,5578.6284,4.5078,0.65976655,0.8721609
289824393166720,4565.817,4.8628,0.07006491,0.42348182
290305429713792,4644.2764,4.8076,,
290481523896192,5069.8115,4.6627,0.23295161,0.62688226
292027712101760,4730.024,4.6402,0.33879003,0.86887825
294639052237056,5823.306,4.002,1.2304256,1.0731088
298757925374720,5090.332,4.7861,,
299273321209344,3469.619,4.8723,,
301163106829696,3946.8428,4.4713,0.09550634,0.6577884
302743654799744,3346.4753,4.8437,0.02087509,0.42723772
305771607451904,5357.209,4.5963,0.45923507,0.78660613
318171177545728,4299.619,4.5279,0.1137139,0.62432617
320748157944576,4008.3057,5.0334,,
322225626682880,3360.5664,4.369,0.03645456,0.5535571
325008765517824,3673.838,4.3374,0.07945965,0.6946893
331605835306368,4492.3237,4.8922,,
332469124171904,10206.073,3.7523,115.66289,3.4369242
333083304079872,3685.2527,4.8342,,
333117663819264,4935.444,4.3121,0.93236667,1.3181336
344907349431424,5680.985,4.2069,1.3648847,1.2062904
345594544197760,5278.99,4.3835,0.78969127,1.0656191
355692011644544,5151.12,4.3845,0.54866856,0.931284
361704965870208,4995.7236,4.764,0.16243029,0.53837204
363285514068608,5795.754,4.709,0.38853228,0.61756074
371501786918400,5114.7524,4.5286,0.39308277,0.79501605
374010047796096,5650.143,4.4565,1.5932244,1.3118912
377480381369344,5638.1396,4.533,0.92029166,1.0161749
378575597417728,4776.0938,4.8441,,
381530534924416,5525.809,4.6999,0.28834116,0.58517194
391082542469376,3926.9915,4.7601,,
392766169643520,3255.408,4.6744,,
392839184433920,4482.0566,4.3451,0.3139692,0.9333714
399470613955712,5978.6807,4.0344,1.3811357,1.0921335
405513632705280,3323.8652,4.9913,,
405651071556736,3319.106,4.6039,,
408743448029184,3683.2605,4.6316,,
409327563563520,5231.133,4.7756,0.19860266,0.5422068
411221644455936,3735.07,4.7177,0.05245192,0.5470887
421048529623296,4510.8237,4.502,0.22532515,0.7771412
426129475257728,3607.3064,4.9114,,
429874686759552,5711.3296,4.6784,0.40753633,0.65452206
432589106089344,4816.1807,4.4889,0.34564582,0.8425508
433516819028224,4651.681,4.8275,,
435376540539136,5261.31,4.6203,0.40155515,0.7605031
435750201986944,5684.7285,4.3327,1.1778803,1.1184367
438670779896704,4702.0806,4.8161,0.09591591,0.4693345
442381631531008,4239.0713,4.5003,0.24701086,0.93084025
445920684598784,4947.633,4.7955,0.13876703,0.5056898
458358909975680,3852.617,4.2394,0.19403169,0.9835392
459634515824768,5001.4062,4.4859,0.45850453,0.8998988
462864331200768,5236.491,4.4734,0.56138325,0.9108438
463925187639424,3402.3,4.6477,,
464547958409984,6129.022,4.202,2.2901545,1.3684669
465196497960448,5049.5596,4.7677,0.41803032,0.8526414
467193658260864,4998.9937,4.6848,0.40646392,0.85115385
468323234184832,6131.634,4.6984,,
472485057968384,4463.861,4.5457,0.14071871,0.62568635
472824359927552,5645.517,4.7394,,
473172252735104,5262.5,4.35,0.7058223,1.0119714
478768594661248,4452.969,4.8863,,
479180911534720,4714.7876,4.8236,0.09687184,0.46881643
483372799645312,3931.845,4.7792,0.055896237,0.5443428
486602615069568,4089.781,4.6698,0.13419133,0.7292036
490382186530304,3174.211,4.7846,,
491279834815488,5411.0537,4.6239,0.32868847,0.65512747
492619864609792,5697.0503,4.332,,
494402275535360,4170.1025,4.7065,,
498010048084096,4841.667,4.8818,,
499904129135360,4741.177,4.4094,0.6319733,1.1792631
499938488910592,3447.965,4.6012,0.03955064,0.55881983
501862634221440,4443.841,4.6656,0.17762345,0.7055519
503374462706688,5438.443,4.1243,2.2185974,1.6894548
506290745086080,4547.72,4.678,0.18852122,0.6987531
507493335941120,3490.669,4.6234,0.021090226,0.4098155
510143331157888,5715.244,3.2294,29.103287,6.3645215
517251501658880,3347.7432,4.6384,,
519386100785152,5240.843,4.7214,0.20895259,0.5566786
522237959062784,5478.844,4.3441,1.0410813,1.1440015
522650275926400,3593.1155,4.7942,,
527494999033216,3980.8064,4.7764,0.088234104,0.6376918
528594510697088,4662.411,4.4474,0.34399554,0.8937164
544842371683328,5291.705,4.7895,,
552611967772544,5614.788,4.4223,0.89900196,1.0023507
557147453230208,5848.302,3.801,4.0894074,2.0316784
557731568785408,5863.7905,4.1012,2.007401,1.3863984
560720866021504,3647.4456,4.0331,0.15218979,0.9763959
560922729251328,3285.6343,4.9484,0.01110938,0.32494372
572398881850112,3454.6704,4.7368,,
572643695351424,3661.5073,4.5967,0.03106398,0.4376368
572708119498752,4433.19,4.8599,,
577827720536576,5266.1533,4.6151,0.3063431,0.6613371
579614426559104,5570.739,4.7564,,
581611587048704,5682.008,4.7139,0.35677585,0.6176757
589067650298496,5853.0586,4.1313,1.8671113,1.3354998
592533688212352,4595.732,4.7411,0.20196138,0.71031976
593564480374016,5589.2686,4.6766,0.3788218,0.6554966
597382706948224,6038.8384,4.3462,1.3489411,1.0612946
598035541973504,3638.9595,4.7928,0.02033488,0.3695574
600990479499776,4676.0737,4.1902,0.35600168,0.91002834
602399228772480,4913.932,4.877,,
608888923706368,3922.5981,4.8335,0.034757722,0.40577012
610473767283968,3600.099,4.7607,0.028481076,0.44204718
612359257303808,5546.3115,4.694,0.33366302,0.6246282
617959894630528,3512.784,4.7491,0.075975135,0.7516677
618956327073024,3441.5276,4.8747,0.02121556,0.4102985
625622116325120,3516.9287,4.6246,0.0250998,0.4360139
631398847914112,4648.449,4.4674,0.32159433,0.8737858
631845524507520,5455.7993,4.6171,0.3825971,0.69435817
632425344568448,4647.1226,4.8954,0.06840185,0.40457425
632841956921344,5796.39,4.6628,0.42296472,0.64354026
637411802112384,4452.397,4.5899,0.19698554,0.7467536
638713176992000,3338.092,4.6154,,
640121926259840,4722.585,2.394,37.76448,9.192729
646620211993216,3773.1724,4.6604,0.05627891,0.55753714
647165672624000,5130.8813,4.5372,0.41820735,0.81894875
650605941638272,5786.575,3.912,2.7796376,1.6869556
655072707632384,4918.9307,4.7513,0.07863552,0.5501123
655274570917120,3159.2236,5.0473,,
659981855059584,3596.7607,4.7977,0.07103977,0.68969315
661218805668096,4834.4985,4.8034,,
662352677055616,3186.8909,4.9654,,
665273254816384,5420.9844,4.7056,0.2724789,0.5921836
668365631292160,5553.9956,4.7629,,
1717987078400,3173.697,4.9626,,
2989297243776,3463.8408,4.4658,0.024284743,0.44097885
5192616270720,3432.535,4.8334,0.010389672,0.2875486
6085969468928,5273.6055,4.6205,0.795499,1.0712087
8250632981888,5562.0205,4.6799,,
11755326322560,3677.1086,4.7841,0.037761632,0.47990158
17149805245440,5795.8906,4.0213,4.249621,2.109631
18829136694400,3918.9067,5.0005,,
22127671579520,3205.3545,4.9844,,
28278064890752,5437.1357,4.6519,0.31995198,0.6359471
30034707100800,5652.1226,4.0821,1.9023398,1.4430196
35772783438976,5041.8423,4.4005,0.51007366,0.93145216
36593121374592,4669.563,4.8133,,
40544491499648,5258.108,4.7473,0.21004625,0.5518686
41751377913088,4143.5176,4.3911,0.20816599,0.90671986
42404212940032,4205.295,4.6026,0.12263351,0.65671414
46115064697600,4564.992,4.5921,0.20123099,0.71634954
52158083142656,3405.8582,4.8771,,
53841710275072,3373.7148,5.0259,,
55735791423104,5424.7534,4.323,1.053256,1.1687156
55907590116608,4032.8875,4.3816,0.18344489,0.9138877
62298501446272,5367.3296,4.6239,0.45279142,0.77480733
63084480155136,3001.3103,4.6529,,
64527588976640,4242.177,4.722,0.072711706,0.5062098
65734475278336,3607.4688,4.2103,0.06255128,0.64167845
73358041642752,3619.51,4.4107,0.04354337,0.53044426
77446850344832,6034.4673,3.8941,1.8844075,1.2575166
84387517696000,3446.0425,4.5683,,
88476326390528,4431.7007,4.4452,0.21840155,0.79823244
91023242674176,5470.3,4.6032,0.49008492,0.77841437
96619584397184,3516.0195,4.6447,,
97620312437760,5078.349,3.4718,4.807639,2.8348737
100605314082816,4477.792,4.634,0.15997356,0.6901825
105484397154944,3355.1118,4.8149,,
106485124962432,3696.2183,4.5932,0.04490705,0.5187577
113833813567232,5639.062,4.5644,1.260733,1.1902149
117548960702080,3422.519,4.2568,,
121603409830016,5792.3916,3.989,3.2252462,1.784722
122462403290496,4424.0513,4.5342,0.1691441,0.69921017
123974231761792,3827.5535,4.4716,0.08252754,0.65275973
124554051934592,3723.8157,4.659,0.09016883,0.7479972
127272766642944,5790.7544,4.2939,1.239893,1.1057492
133698037739520,5382.2896,4.7,0.25830093,0.58485353
135656542822144,4520.514,4.6833,0.15314633,0.64336705
143795505087872,3311.3037,4.5447,,
144280837028736,5067.969,4.4277,0.52621543,0.93535626
152557238360960,5851.6704,4.476,0.78790176,0.86139804
154653182438144,4342.5483,4.8809,,
161318971682944,4162.436,4.6692,0.070860505,0.5123571
164243844999936,3811.837,4.7143,0.08326982,0.65274394
164754945765632,4299.171,4.8289,,
165854457398272,4297.9746,4.5045,0.16272882,0.72384864
193788924477824,3202.1658,5.0574,,
195300752979968,4879.93,4.708,0.17714882,0.59040105
197362337288704,3365.0562,4.668,,
202176996140672,4630.778,4.5337,0.270741,0.8079639
208460532944512,5255.9087,3.6772,3.4022465,2.249721
208666691508864,3272.3208,4.9427,0.00949263,0.30272788
210144159982080,4418.0586,4.3888,0.12627374,0.59607863
214546501938048,5863.662,3.9804,2.5426707,1.5605335
221895190717184,4443.831,4.3981,0.2786466,0.89186734
225163661087360,6444.551,4.2104,3.1058931,1.4097149
231859514860032,4179.9355,4.694,0.05505723,0.45123515
233199544638720,3276.142,4.6127,,
237739325330560,5323.3013,4.6417,0.29188344,0.6579943
239315578113664,5374.5596,4.7644,,
240659903086080,3517.203,4.9446,0.014074107,0.3197618
241480241648896,3290.5981,4.8677,0.016395874,0.39448982
246050086875008,5195.9575,4.4499,0.51783276,0.888124
250860450092160,6359.185,4.317,1.9898816,1.1889644
251066608637184,5043.091,3.6645,0.4056869,0.83286464
252960689449728,5119.472,4.3862,0.50626457,0.90308684
253716603692288,6086.9736,4.4409,0.8984631,0.85257167
255773892819840,3571.285,4.6856,,
261413185081856,5837.011,4.6424,0.44326758,0.6562546
261924286176512,4935.3384,4.6451,0.42254648,0.8915308
264913583235712,3735.954,4.3835,0.08106009,0.70478606
267632297700736,4665.161,4.4893,0.3037406,0.84480447
267868520579200,5514.457,4.4749,0.6984396,0.91780466
271854250568320,3690.235,4.9845,,
273713971389056,5062.9307,4.4212,0.57457924,0.98251307
278520039825536,4522.6343,4.8233,0.07771879,0.45566264
279005371097600,5600.529,3.5967,2.2995868,1.6143802
280345400891008,3348.392,4.9463,,
280650343609472,3571.14,4.2918,0.03880929,0.5151318
284017597359616,5656.2573,3.864,3.582509,1.9917598
286255275486336,5050.6826,4.7009,0.20226164,0.5891045
291508020558080,4282.1997,4.6666,0.1196203,0.628565
291508020558592,3269.7332,4.6743,0.00914057,0.29124394
292165150520960,3707.5786,4.9836,,
296387103413504,4916.1606,4.7853,0.13803169,0.51339597
297795852694400,4673.8257,4.8233,,
298723565634560,3519.9883,4.5922,,
298796580555904,5780.7617,4.3151,1.2363651,1.1092117
300716430225792,3299.0361,4.8983,,
301094387352576,3895.304,4.711,0.098771505,0.68739665
306901183150080,3278.0042,4.611,,
309654257881856,5102.7266,4.5735,0.3634164,0.77019715
311608467497984,5422.44,4.2414,1.3802404,1.3421189
313017216590720,3852.913,4.8349,0.08266094,0.64474344
315014377064704,5055.115,4.7906,,
315113160856448,3257.5784,4.9851,0.0073294938,0.26890135
316281391975936,5216.6533,4.6382,0.7059307,1.0327319
316457486075008,5662.2036,4.28,1.3809595,1.2228131
316659349050240,3923.509,4.7022,0.17399701,0.9076523
317282119820800,5654.295,4.4323,0.77117467,0.9137015
318244192495232,5459.1904,4.6303,0.35799503,0.66955054
326902846559360,4539.9375,4.4069,0.33540958,0.92973876
330785496993280,5052.199,4.7865,0.15870124,0.52013105
330987360000640,3863.7283,4.6953,0.07926299,0.6231414
337451286208512,5573.651,4.6255,0.39074764,0.66871774
338138480977280,4179.848,4.3238,0.23301385,0.92048943
338340344031104,5333.955,4.7489,0.22227773,0.54773843
340646741908736,3440.6077,4.5857,0.027961042,0.47303888
341948116562304,4086.989,4.9162,0.06034315,0.48985055
342605246963328,5775.3853,3.883,1.5820013,1.240988
346552321533696,4030.9883,4.2466,0.08180556,0.59070796
347102077357440,3641.6313,4.3782,0.042559713,0.5297749
348996158297472,5751.677,4.2348,1.5080127,1.2383176
349541618791680,3286.5,4.6261,,
350370547826176,4978.1855,4.1961,0.4868612,0.9336494
350847288849280,4576.2886,4.6109,0.14455071,0.6044022
359853835611008,6040.907,4.0656,2.2357128,1.3642174
360334871946752,5080.4966,4.6698,0.22987477,0.6181352
361022066714368,4303.0596,4.5753,0.16516687,0.7299153
363014931563776,4284.671,4.539,0.13533115,0.6677607
368787367579008,4096.106,4.6594,0.11559956,0.6933126
371978527748864,4936.761,4.8677,,
372768801734272,4965.9897,4.7257,0.17684023,0.5710033
375728034712960,3789.262,4.6804,0.04820365,0.52212274
378682972232320,4877.2656,4.7655,0.2910043,0.76020616
383729558287232,4990.069,4.7258,0.18113902,0.56960833
384558487471872,5577.6455,3.7176,2.9453244,1.8160874
385172667195392,4992.4033,4.7505,0.17208536,0.55549645
387410345802624,5886.0317,4.4618,1.0087008,0.971104
388716015857152,5403.419,4.7276,0.24558572,0.56499857
398229368072832,3892.2495,4.8696,,
399092656831616,5160.2056,4.7353,0.3219572,0.70891285
403108451094528,3192.5222,5.065,,
403726926362496,5832.408,4.6095,1.5189543,1.2121689
404242322443520,3283.1694,4.9402,,
404865092861184,4451.0386,4.3903,0.21918741,0.794088
405788510497280,5025.5576,4.7855,,
407094180568832,4276.989,4.5621,0.23598967,0.8834401
408915246854400,6509.5605,4.3865,,
409636801216640,3593.3228,4.5589,0.039271615,0.5112556
410461434941056,5023.4395,4.7592,0.3229581,0.75120944
417608260676480,4186.023,4.8348,0.041177344,0.3861775
420326975118336,3965.5186,4.7552,0.20247482,0.95910215
421216033206784,4839.209,4.8084,0.1080347,0.46789044
424652006501120,4083.8267,5.0088,,
431523954192128,3379.422,4.6947,,
434792424962944,5662.0356,4.3661,0.9819981,1.0305771
