source_id,teff_gspphot,logg_gspphot,lum_flame,radius_flame
540203806985088,3535.0642,4.6172,,
542059232846848,4660.584,4.8195,0.088732965,0.4576956
542716363120512,4991.367,4.1713,1.0580012,1.3784997
543502341876352,3561.1182,4.4157,0.06986806,0.69409096
547320568067584,5491.9136,4.5985,0.3864438,0.6876514
551611240162688,3351.8643,4.9798,,
553397946533760,3413.962,4.8553,0.018864878,0.39264905
553913342615040,3271.4407,4.9643,,
555085868932352,4632.5195,4.591,0.24943714,0.77293587
556700776634240,5673.5605,4.6655,0.3435629,0.6112852
561266326637184,3289.4622,4.5212,0.02316789,0.46606627
561644283760128,3696.754,4.835,,
1176443082584320,4965.161,4.8518,,
1179711552870016,4852.396,4.4758,0.22777253,0.6738531
1179952071040896,4465.7607,4.56,0.11404417,0.56431544
1182112439405312,3289.352,4.9643,,
1192252857367552,5038.752,4.4057,0.42513865,0.85479206
1193592887190656,4498.039,4.4254,0.45032355,1.1027169
1195237859643904,4306.4697,4.8909,,
1199086149579520,5525.7695,4.5371,0.6381138,0.8715364
1199670265163008,4409.237,4.8679,,
1200121237441664,4945.9624,4.4775,0.3848372,0.84039474
1202384684461440,4693.426,4.5685,0.20810159,0.6891307
1205240838454912,6555.0786,4.2351,2.359559,1.1855369
1205687515052544,5207.0938,4.6757,0.49401703,0.8710739
1212898764497024,3396.168,4.6045,,
1215166507190784,4009.4258,4.7751,0.09748501,0.6537117
1219049157651456,3461.134,4.8618,,
1221561714151808,3784.1272,4.9045,,
1222283268654208,4674.734,4.6503,0.23425797,0.7385656
1222317628392448,3325.3472,4.5062,0.011902054,0.3299665
1231148081386368,4389.7046,4.5516,0.15599072,0.6824359
1232591190188160,5470.1465,4.69,0.28782028,0.59609556
1237848230155008,5636.261,3.8502,0.8375539,0.9282601
1240798872575872,3400.3618,4.5687,,
1241387283232256,5034.6846,4.1961,0.46168184,0.89507085
1246124632064640,3249.0217,4.6046,,
1246678682908928,5071.075,4.3873,0.5844246,0.9882953
1250110361045376,5508.1455,4.4887,0.62238353,0.87050706
1251385967070464,4328.8125,4.5299,0.120556094,0.60996884
1252588557912576,4885.7954,4.4772,0.34733152,0.82232946
1257566424431232,4934.7476,4.7031,,
1262754745448832,4686.508,4.565,0.36072353,0.9176785
1263579379172352,5793.1865,4.7207,,
1276120683524224,4286.732,4.9241,,
1278491505479936,3278.4487,4.8611,,
1287012720084864,3699.2205,4.7029,,
1290070736803200,4543.0864,4.8198,,
1291960522421376,3191.359,5.0059,,
1292205336132736,5265.6875,4.6744,0.47737083,0.83192736
1293919027511424,5654.388,4.7083,0.33329558,0.60055697
1296805245555200,5033.322,4.7758,0.15591887,0.51824844
1296977044248064,4030.3376,4.6536,0.08710348,0.6041466
1297565455313280,5117.519,4.5291,0.39600608,0.8010801
1297629879260928,4345.904,4.6782,0.06781977,0.51369756
1300516097313920,5291.6353,4.7208,0.21449639,0.5550715
1300589112283520,5775.049,3.3717,22.553202,4.744905
1301856127572352,3608.6038,4.6834,0.03479962,0.4843798
1306666490960256,4022.6453,5.0025,,
1307117462603392,6281.9883,3.9891,5.391071,1.958116
1313710237348352,5328.1104,4.7771,,
1314466151594496,5482.0815,4.722,0.2700459,0.5750549
1315977980082816,4297.3823,4.8743,,
1318589320205824,5593.5723,4.7293,0.3039056,0.5871021
1319654472072576,4411.4033,4.4007,0.3416286,1.0037029
1321544257209984,4544.314,4.6728,0.14997315,0.6213763
1324469130477184,5179.6187,4.6069,0.47601616,0.8556271
1328244406682112,3362.914,4.8968,,
1329893674132096,3479.5588,4.6422,,
1341511560691968,5500.546,4.5689,0.7289561,0.92741126
1342022661235840,4482.4087,4.6724,,
1343710583944320,4580.197,4.2896,0.2996113,0.87380666
1347245341495936,6601.093,4.5936,,
1348654090783872,5456.9673,4.6654,0.29565102,0.6074734
1352811619144832,5102.127,4.7438,0.4271885,0.8354292
1355422959223424,5174.236,4.7902,0.17296065,0.5174171
1355663477400576,3623.7031,4.3148,,
1356836003967872,5396.6333,4.2565,1.2939575,1.2983903
1362917677656320,5742.0825,4.2246,1.6613784,1.3025064
1365593441829120,3685.5764,4.6981,0.07672365,0.68078715
1366933471645952,3558.2983,4.3546,,
1372705907665664,3398.1,4.57,,
1373667980348416,5141.2827,4.5336,0.6251295,0.99273074
1375802579563392,3249.4927,4.6162,,
1380161970929792,3455.0288,4.505,0.056288473,0.6781129
1380196330672384,3212.5032,4.9534,,
1381403216912512,4004.0896,4.528,0.10292546,0.6660965
1387686753661184,5540.514,4.7493,,
1390542907322752,5710.599,4.5494,1.1117043,1.0779352
1398376927646720,4868.6167,4.4504,0.37109226,0.85607827
1400949612687488,4541.2114,4.7825,0.12398459,0.5689051
1407379179248512,5815.2173,4.6436,,
1407757136370048,4331.5225,4.5968,0.13259162,0.64679635
1408341251920640,4403.1846,4.8334,,
1412116527468288,3850.494,4.4848,0.07181772,0.60367393
1412189542576000,4977.9614,2.8521,37.94089,8.280606
1413563932108032,4335.5474,4.5352,0.14314015,0.66718423
1414594724299648,4426.7407,4.6271,0.13242091,0.6208007
1415140188757376,5286.9165,4.7284,0.29159287,0.64521
1416347070965504,4251.239,4.539,0.16303146,0.74939036
1419645605832064,3831.426,4.8935,,
1420813836940800,3997.215,4.7183,0.28353587,1.1140567
1424004996992896,3200.1167,4.6634,,
1424146731558400,3461.7688,4.6065,,
1425241947718912,3234.9224,4.7489,,
1425658560012672,5491.757,4.5976,0.7645643,0.995646
1430194045476096,5208.512,4.7005,0.3474336,0.722986
1431293557103360,6796.7773,4.1549,5.323334,1.6692935
1432182614722560,4401.5312,4.6484,0.18860725,0.75468886
1438676605210624,5855.215,4.3055,1.1954896,1.0617135
1439368095657472,3694.8955,4.6024,,
1445685991927936,6277.162,4.6829,,
1446304467220992,3795.862,4.6123,0.07644462,0.6654586
1447885015185664,3550.497,4.4366,0.033040423,0.48414212
1452454860399104,5553.072,4.7436,,
1454692538946176,3467.3225,4.5067,0.04291089,0.5748704
1458678268591488,4312.1763,4.5669,0.1178411,0.6123051
1459086290645760,3650.19,4.1581,0.13873729,0.9309509
1463763509882880,3425.205,4.5704,0.022575531,0.43259397
1464377689649024,4056.1545,5.0078,,
1471288292574336,4907.0684,4.3849,0.43409348,0.91226506
1472800121060608,4347.042,4.8565,,
1473693474330240,3874.0378,4.5795,0.066923045,0.57157147
1477228232488320,6027.1636,4.2459,2.311988,1.3956178
1477743628307712,5777.0244,3.3269,17.9324,4.466925
1481866796923520,4892.586,4.8373,,
1482210394352640,5109.3896,4.7736,,
1484271978669568,5011.2344,4.7702,0.16126068,0.53383666
1492380876870912,3563.3418,4.7336,0.037755966,0.51367706
1493720906217600,4127.403,4.8013,0.05749998,0.4687757
1494859073063296,3609.9788,4.914,,
1497229894979968,3907.42,4.7094,0.04749871,0.541126
1497259959779584,5463.484,4.7137,,
1497844075334144,4111.392,5.0104,,
1508396809939072,4294.993,4.6286,0.13437887,0.660019
1510832056388480,3357.4094,4.973,0.010588704,0.3112893
1514341044715904,5709.345,4.7054,,
1514719001834112,4269.925,4.7105,0.12971886,0.6566168
1518528637335680,5457.4854,4.6267,0.9087523,1.0860196
1521350431330816,4234.0474,4.6629,0.1151898,0.62794995
1521865827406720,4655.7715,4.6026,0.21216576,0.70642006
1524026196173824,4589.404,4.7733,0.09582717,0.49240285
1528737775073664,5044.373,4.4322,0.53331137,0.95945466
1529218811408896,5739.158,4.4984,1.3896931,1.1927722
1533028446947200,4645.4414,4.7674,,
1535059966909824,3284.8154,4.9296,0.010689297,0.31926024
1541038561411712,4436.2603,4.5577,0.13348602,0.6187028
1543271944399488,5215.88,4.1947,1.1343563,1.3071975
1543851764545152,5206.4937,4.7281,0.22739431,0.5864524
1544298441145344,5015.4565,4.7473,0.17143247,0.548114
1545260517844736,3509.3184,4.797,0.03476103,0.5017797
1546703623466880,7520.706,4.0498,10.527038,1.9113206
1548425905199488,4502.4985,4.704,0.20891549,0.76437247
1554743801443584,3331.717,4.6134,,
1555538371038976,4195.799,4.6166,0.12328196,0.66156256
1555744529619968,5859.1187,3.9131,3.6969337,1.8654644
1557771754030592,4601.036,4.5901,0.2324571,0.75853497
1558798250591744,3226.0054,5.0592,0.0044573443,0.21361254
1559283582516608,3387.132,4.6682,0.018912973,0.3995037
1561375230963584,3404.1348,4.6255,,
1564471903007232,4692.516,4.7467,0.08890461,0.49280757
1564643701701376,4778.2236,4.3389,0.31784037,0.8231173
1564712421178240,4812.7896,2.658,46.160976,11.051137
1567839157348224,5355.6943,4.7256,0.23529832,0.56428516
1570416137729152,5158.8853,4.4353,0.49770764,0.8766438
1571996685687168,6044.2183,3.7769,3.0897918,1.6044106
1572443362284928,4793.475,4.7889,0.24437712,0.725194
1577352509360000,6226.019,4.6874,,
1580483541056128,6017.8335,4.2768,1.791392,1.2310364
1580827138438528,4767.0933,4.1386,1.0128992,1.4851938
1581239455485952,6317.673,4.4696,1.0421283,0.85498655
1581445613727872,5308.4004,4.4421,0.5871109,0.9063494
1582785643520000,5625.5776,4.3755,0.9388281,1.0221994
1590890246311296,4590.0513,4.5524,0.21508224,0.7353783
1590993325510528,4082.6072,4.3877,0.20323431,0.9159544
1603019233968896,3641.6594,4.9322,,
1605183897520896,4384.2666,4.6872,0.42266342,1.1339818
1605596214339584,3272.6853,4.8193,,
1605772308485888,5045.406,4.1828,1.1741545,1.4145168
1612678615924864,5283.2437,4.0772,2.8152583,1.9725276
1614701545384448,5519.8667,4.7375,0.28613433,0.58510566
1614808919706368,5261.1514,3.5901,6.3424706,3.0544624
1614976423296384,5020.3047,4.7933,,
1625318704138624,3442.4536,4.6973,0.02009473,0.40128163
1632877846466432,5902.6836,3.9929,4.9196763,2.1155012
1633122660193920,5728.764,4.4449,1.8822565,1.3936063
1636966655455104,3558.142,4.2956,,
1641540796184960,3380.2776,4.8756,0.017263234,0.38198146
1643151408419328,3550.5127,4.6669,0.068413556,0.6963489
1644461373854464,5686.888,4.4678,0.9338716,0.99562085
1645079849143552,5023.423,4.5694,0.32881832,0.7582275
1645767043910016,4681.8325,4.6072,0.16624923,0.6181796
1648442808462080,5000.7065,4.3661,0.7628833,1.163185
1653051308441728,5859.7617,4.1793,1.649815,1.2466025
1654009085735168,3524.6445,4.5986,,
1657513779396608,4728.684,4.8046,,
1659373500335744,5280.927,4.59,0.35768107,0.714975
1663801614654336,4535.735,4.6931,0.21208787,0.7730134
1669784501046912,4807.052,4.4388,0.33501816,0.82376146
1670295602157312,4826.9697,4.6513,0.18090522,0.6051342
1674418770712448,4923.799,4.8447,,
1675174684956160,4969.5845,4.7564,0.313311,0.75676936
1677167549780224,5512.7256,4.7193,,
1677584161634304,5770.026,4.3242,1.132222,1.0651301
1681806114514048,4354.9844,4.6403,0.14977452,0.68204045
1684009432730496,3818.6692,4.5088,0.091771446,0.6913122
1685143304099968,5438.503,4.3734,0.79995364,1.0071006
1690086811134336,5148.437,4.7487,0.18347768,0.539487
1691839157796864,5373.583,4.7414,0.23416504,0.55808747
1697405435430656,5450.4287,4.6827,,
1697753328106624,5587.5386,4.6071,0.9208462,1.0239699
1700016775238016,3244.5479,4.6298,0.0060833106,0.24801996
1703040432533376,3756.483,4.8327,0.023291342,0.3636436
1706618140574464,5507.16,4.5149,0.6530515,0.8916009
1706751284254208,4963.526,4.8444,0.17131563,0.57186055
1708129969061760,5019.0264,4.2825,0.6468611,1.0634578
1708507926182656,3391.648,4.7118,0.017677115,0.3889265
1710633934715392,3716.2146,4.9526,,
1712184418189312,5173.639,4.6387,0.57881385,0.941856
1713387009029504,4219.519,4.3085,0.21851437,0.8815303
1714658319347584,5530.1064,4.5659,0.38862467,0.6778422
1716513745251968,4280.9,4.544,0.15428293,0.7076745
1716578169460992,4690.5073,4.7594,,
1717299723969408,4464.3755,4.7961,0.24093726,0.818346
1721697770487552,4957.355,4.2877,1.5637699,1.7266307
1728780171844352,4500.4478,4.6694,0.1667194,0.67193973
1740874799735424,3854.8193,4.7194,0.056039374,0.5478785
1743211261955968,4622.947,4.3755,0.3236164,0.8865237
1744173334627072,5744.094,4.4415,1.2455117,1.1872245
1744924953323776,4733.0654,4.6552,0.2921393,0.80225986
1747437509741824,5608.6235,4.5197,0.5570423,0.79088295
1750461166743680,5048.415,4.5535,0.35603896,0.7801263
1750869188084864,3589.084,4.9511,,
1750942203079296,4495.2373,4.5216,0.13008325,0.5975949
1752763269208960,5460.4707,4.3419,0.92269516,1.0735576
1755679551946496,3659.0398,4.7642,0.045478933,0.52932703
1759394698706304,4966.914,3.602,5.2483454,3.1075044
1761074030482048,4723.8633,4.8607,0.08378515,0.43640316
2546916445184,4890.537,4.7829,0.12443921,0.4909707
11922829223296,4440.739,4.8805,,
13816910627200,4399.705,4.1973,0.28334314,0.9168832
13885630103680,5486.128,4.747,0.2747562,0.5805661
15839839588736,6323.9814,4.6773,,
16222092310144,4326.2393,4.5815,0.13049677,0.6365074
16870631694208,6014.3394,3.6465,11.271249,3.09222
17867064019200,3218.0244,4.6217,,
21818434060416,5787.414,4.6693,,
35665408437504,4322.118,4.8585,0.055424333,0.42087007
44358422235136,5787.84,4.314,1.4647772,1.2039138
45320494931840,3647.2896,4.4645,0.03453947,0.48535785
49001282700416,5281.573,4.0759,3.2392278,2.1481714
49065706418816,3801.0188,5.0234,,
54047868930944,3151.4116,4.437,,
55117316135808,4491.14,4.4897,0.19839081,0.73307014
59236189231360,3482.3909,4.8716,0.020500975,0.39337346
60988535904000,4612.4517,4.8697,,
62607739092480,5389.3794,4.3779,0.82479167,1.0400902
66073777180928,4619.537,4.7994,,
71266393150080,5364.6255,3.857,1.8568692,1.5811728
72915660589952,4631.998,2.4476,49.509373,10.928976
89442694714368,5557.964,4.4911,0.77126503,0.9476663
91534343111552,5559.206,4.7355,0.29367632,0.5845206
92049739372288,5093.6724,4.7862,0.18885131,0.55427396
98548025373056,5811.359,4.2133,2.069192,1.4234306
109195248853632,4512.971,4.8762,,
112772957079808,4229.292,4.5838,0.12844506,0.66888314
116582592635904,3366.9097,4.6017,,
120018566489984,5251.5996,4.7827,,
120190364960512,5077.8394,3.289,12.735129,4.611718
121221157344384,3385.866,4.896,0.014748037,0.35326332
121706489044224,4487.054,4.1955,0.45397544,1.1093373
122836065070720,4948.695,4.8359,,
129398775076096,4500.534,4.8373,,
130017250365568,5010.566,4.7243,,
130670085408896,5728.1353,4.7452,,
132284993098240,3528.2725,4.8691,0.022127725,0.39776188
134484016374016,3405.1946,4.6201,0.030753095,0.5125097
135583528011648,3359.7954,4.7386,,
138577120584320,6317.1943,4.1933,3.3839676,1.5416958
138675904467456,4851.778,4.7615,0.14540543,0.5413645
145582211474560,4970.542,2.9178,47.23631,9.258918
147579371889408,4126.021,4.5012,0.16382402,0.79152215
152733332663808,5473.6133,4.5742,0.7145738,0.9405567
155546535643392,3825.1946,4.6529,0.08595,0.67308205
155958852505472,3716.4512,4.841,0.07551554,0.6706075
160769215831296,6237.5513,4.2245,2.5370486,1.364603
170664820552960,4450.276,4.7141,0.11021444,0.5612421
173349175659520,4232.065,4.6311,0.12863705,0.6676548
175135882053760,4807.3394,4.1958,0.32414836,0.8156556
175616918388480,5278.7583,4.1523,1.8774542,1.6288309
178430121411584,3309.946,4.8525,,
182523225825408,4783.4697,4.8246,0.10172228,0.46449932
182793808199808,5571.7266,3.8401,1.1009171,1.123579
184236917223936,3251.1091,4.6259,,
185302069241728,3362.8716,4.6055,0.011635787,0.3253536
186092343224832,3343.427,4.6779,,
186539019827968,4915.052,4.7164,0.1723831,0.573389
189287798896640,3759.5735,4.5083,0.022074167,0.35119286
192792492220672,5400.489,4.7697,0.23008254,0.5494433
194132521867520,5302.8457,4.7234,0.44580585,0.79318935
194342975824640,5775.6895,4.2734,1.1902922,1.0943103
199256418383744,3524.6077,4.2581,0.15110005,1.0409985
205058918822528,4801.234,4.7808,,
207017423782784,3483.601,4.5009,0.023299292,0.41387463
207017423867392,3117.436,4.9828,,
208052511399296,5231.8276,4.4786,0.46952698,0.8268242
209422605476096,4551.312,4.8002,0.086095154,0.47273967
211316686712704,5316.5723,3.2977,20.118786,5.289231
225507258473088,5051.015,4.5952,0.621436,1.031379
228496555705344,5885.98,4.1603,1.782012,1.2812289
232997681437184,5002.486,4.7859,0.29927555,0.7283903
237288353548544,3902.2087,4.8356,0.049842224,0.4853876
240415089752960,5878.1978,4.7298,,
246982095002368,5418.47,4.6234,0.9317808,1.1174091
247733714005760,6099.675,4.6818,,
248115966340608,5279.7266,4.7334,0.20756002,0.5454671
253025113740928,5100.7407,4.7812,0.16153193,0.51458836
256254929153920,3334.1672,4.7952,0.008943303,0.2864327
264093244652032,5611.836,4.729,,
268456931424256,4780.53,4.3943,0.34248263,0.85086036
270724674154112,5652.613,3.7927,2.141146,1.5205041
271201415539840,3403.516,4.8958,,
275294519379584,5312.7095,4.4364,0.6770168,0.9694924
283124244165248,5097.9917,4.6039,0.384144,0.7923332
289824393166464,3810.9707,4.6972,0.099199854,0.72415155
299926156242688,5373.037,4.7589,,
300475912056832,5258.001,4.761,0.2132094,0.5575862
302610511521024,4141.4937,4.5452,0.08689396,0.5837639
306046485358464,4674.7773,4.544,0.26444623,0.784273
308928407926912,3454.7349,4.5652,,
313189015283712,5727.1226,4.6553,0.5206483,0.7340252
313601332143872,4071.8945,4.6874,0.13620792,0.76121706
315083096540800,6236.9043,4.3365,2.138825,1.3014355
317007241914880,4473.4014,4.7196,0.35149145,0.9921739
320301481335936,3773.448,4.8042,0.09192232,0.71974623
323363793509888,5077.1675,4.5787,0.32618457,0.73939395
323604311678592,3694.573,4.6313,0.06398737,0.6179879
326211356354176,4776.6523,4.833,0.06370212,0.3701534
329308028241408,4985.154,4.6657,0.35831872,0.8096861
329445467194368,4503.5146,4.6745,0.14080824,0.61664224
338340344743168,3178.1987,5.0159,,
339478510778112,3426.655,4.8579,0.018754777,0.38905787
343326801468928,4567.404,4.5807,0.27260923,0.8306474
343940981395072,3295.4521,4.6448,,
345525824751872,4498.8887,4.5381,0.26696798,0.8582569
346556616870400,4195.831,4.5586,0.12872131,0.6814315
347278171374336,3527.6914,4.7679,0.032861203,0.48493776
348029790281472,3808.4192,4.8687,,
349511554371328,5857.6714,4.3946,1.2731901,1.1000879
350233108873600,5170.1016,4.5057,0.47181803,0.85249585
350267468612992,5221.5757,4.5971,0.57714105,0.93647677
351332620501120,6036.518,4.1217,2.1928034,1.3609278
352221678055936,3877.836,4.7164,0.07236002,0.5965328
360261856860160,3376.8853,4.6066,,
361262584909824,5436.5566,4.6061,0.3363136,0.65262485
361606182292736,5701.656,4.3662,1.067245,1.0601368
362082922988800,3966.0322,4.8211,,
363010636153344,3225.7485,4.7027,,
365621976048128,4783.029,4.8586,,
371467427156096,3360.8396,4.4978,,
373696514679936,5321.6675,4.7195,0.2479514,0.5863742
377033704770176,4494.692,4.5826,0.19110495,0.71975136
383626478966784,5556.9844,4.6881,0.32363233,0.61204135
387513425015680,3419.4485,4.8001,,
391048182595328,5537.6616,4.3229,0.9696979,1.0702755
391254341166976,4437.259,4.5424,0.24975137,0.84325105
393350285199104,3373.4924,4.6204,,
394316653206144,5742.7007,4.2559,1.6742752,1.3105716
397031072535808,4432.212,4.1934,0.31637534,0.94978505
406750583192832,5511.6816,4.6845,0.3436804,0.6416497
408159332576768,3374.7317,4.8993,,
408438505647232,4825.0015,4.4756,0.3714428,0.8751516
410671888643456,4130.166,4.5477,0.11436377,0.6662128
411182989586048,5165.4883,4.7388,0.1904034,0.5455417
422865300101760,4651.681,4.8657,,
423037098793472,4987.541,4.7655,0.38011032,0.8330315
424892524670848,4604.619,4.349,,
425274777442048,3437.2869,4.924,0.014245986,0.33688498
425476640229760,4866.9814,4.7323,0.1596257,0.5625583
426851029756416,4036.7815,5.0145,,
429672823952128,5138.4863,4.4987,0.3803127,0.7731277
430566177149056,4283.2295,4.6904,0.082806066,0.63167846
431489594429696,5673.95,3.724,3.4117413,1.9524698
433963495642624,3769.1602,4.8761,,
434105230220160,4058.491,4.6833,0.031856924,0.36047938
434861144464128,5786.175,4.351,1.7374663,1.3078549
435754497122304,3561.7322,4.817,0.016373057,0.34052166
437575563771136,4755.7383,2.5073,9.746866,4.52041
439942090065664,6403.6343,4.0273,5.3068805,1.8765085
445027331390720,5348.5664,4.5877,1.2906728,1.3246094
446406016538496,5587.894,4.4915,0.6886315,0.88984865
447363793700096,3265.3777,5.0122,,
453823424532864,3948.2188,4.5285,0.15868458,0.8529539
458947321059072,4720.1616,4.3154,0.3944307,0.9365178
458977385270016,5083.8696,4.5433,0.6610607,1.0463524
462791316255488,3975.1611,4.8683,0.11150708,0.7099006
463173568850560,5600.172,4.5342,1.0131446,1.0748497
463792044137984,4345.336,4.3684,0.26451722,0.9044185
464818540840448,5410.1836,4.2185,1.2026017,1.2544624
468460673119616,3427.9214,4.5717,,
470075580858752,4139.0796,4.7083,0.09564326,0.60103965
472038381339136,5306.8096,4.4191,0.6639008,0.9664273
475302556492672,4740.927,4.6183,0.30704358,0.8176705
475336916232192,5713.9766,4.1057,2.0016255,1.4692134
477948256339712,4062.704,4.71,0.09090904,0.61913013
479185206921216,5790.2964,4.3033,1.2392771,1.1052299
479597523787520,3553.262,4.3579,0.02842906,0.44361112
481143712010752,4928.564,4.2811,0.59730816,1.0592414
481933985992064,5545.827,4.4942,0.93751204,1.0456754
482105784682112,5075.5596,4.4382,0.52936465,0.94290084
483888195685120,4200.427,4.5116,0.16353828,0.7658988
485296944985344,4071.68,4.8057,,
492619864609664,4682.3726,4.5686,0.2503393,0.75955135
495776665090048,4037.012,4.4432,0.072128415,0.5695601
496399435825024,4324.392,4.6793,0.10990983,0.59109133
497185414340992,3391.19,4.9064,,
499728034941184,4298.9067,1.9859,139.37323,21.204487
501175439456640,4768.5825,4.4429,0.46943972,1.0126194
503030865323904,5169.0034,4.5497,0.3435142,0.72994995
503683700349696,4814.542,4.2315,0.48341057,0.9924876
505912788209664,3013.8354,5.1078,,
506290745085696,5214.025,4.8126,,
507222753405440,5865.394,3.5894,6.7899647,2.5309737
508906380577920,5180.8555,4.4215,0.5405043,0.9148366
509490496131968,4838.609,3.4458,4.581188,3.024135
510590007774208,5364.422,4.1825,1.6245863,1.472505
513338786835584,6248.9478,4.4993,1.8180434,1.15666
521683907945728,3613.421,4.4076,0.09463159,0.77740693
524432687031936,4366.1514,4.8769,,
526154969236480,4671.0117,4.4035,0.30445686,0.8442849
532064844265216,4730.1514,4.6777,0.24557818,0.74542785
534298227226368,5045.2427,4.4093,0.5292695,0.9548183
539001216131712,3319.6455,4.4443,,
539589626960256,5299.258,3.375,2.1003516,1.827571
544979810639232,4310.247,4.5068,0.18430695,0.76074636
547556790978688,3229.7764,5.0027,,
550653462688768,6012.111,4.2248,2.0761268,1.3307012
555459530835968,3315.6821,4.6093,,
556047941605632,5158.965,4.3608,0.7203792,1.0614784
560098095527680,3339.769,4.6073,,
561579859479808,5905.001,4.3403,1.1270201,1.019885
562404493200896,5024.0625,4.561,0.31792387,0.7469704
563843306976000,4858.932,4.8757,,
565290711342336,5070.2515,4.4044,0.49636725,0.9135475
565806107417344,3252.5088,4.8993,,
566111049717120,5350.123,4.7256,,
566385927623424,3567.7793,4.6295,,
567180496932224,6067.9995,4.2689,2.4345176,1.4074901
568756749570176,3334.0757,4.7973,,
568791109297664,10268.309,3.617,102.3928,3.1814833
576560705503104,5099.2485,4.7015,0.1978217,0.5759267
577449763362688,4951.4014,3.1523,9.684144,4.229719
577969454773248,5101.7324,4.5521,0.38932294,0.7961091
584703963497472,4128.9644,4.6175,0.18208785,0.84342915
594084172070016,5526.804,4.7055,0.31013358,0.60773134
599684809444224,4620.562,4.6373,0.39367452,0.9787726
600853040547584,6161.97,4.2264,2.3283658,1.3311157
602016976003456,5149.2764,4.7975,,
603219566802560,5637.1772,4.1541,2.308313,1.6029531
603288286279168,5497.3945,4.3178,1.0446553,1.1282824
605251087057280,3642.695,4.7538,0.042853497,0.5198232
608377823248000,5909.564,4.2097,2.2076063,1.4224346
609129441867904,3233.786,4.6647,,
609679197695360,3820.7305,4.3607,0.098451875,0.6940728
9723805965952,5375.471,4.3731,0.69585997,0.959724
14401026146688,5172.659,4.4139,0.61247593,0.97530323
14572824839168,5628.6826,4.5486,0.69840366,0.8790812
15530601898496,5072.952,4.4852,0.44245374,0.86005074
15530601933568,4721.608,4.7998,0.10504722,0.48639458
16355235668864,3258.8108,4.6093,,
19726785598208,3996.9453,4.698,0.064624675,0.5318161
26938035078272,4691.5786,4.8435,,
31924492713344,5054.924,4.3688,0.5078387,0.9280579
48142289237248,4764.09,4.4304,0.39642015,0.9251228
48966922363136,5273.365,4.7253,0.19888563,0.53793395
49615462694400,3057.8247,5.0949,,
53983444739712,5743.5835,4.1306,1.391842,1.2012686
55701431684352,5640.793,4.5995,0.9143837,0.9990372
56800943311872,4710.5474,4.4589,0.2855037,0.79107934
57243324370176,3239.504,4.9702,,
59511067131264,3477.525,4.6373,,
60473139811072,5968.269,4.7231,,
69200513428608,5117.3477,4.7823,0.14240573,0.49455556
69887708197376,4463.7627,4.6076,0.15302195,0.65607035
71365176672640,6314.327,4.1647,2.140126,1.311143
76175540048640,4389.372,4.5138,0.17411005,0.7224226
81505595174656,4468.3945,4.6122,0.15642656,0.66025275
85285166364160,4403.1265,4.6727,0.1470926,0.6558386
85693187775360,4679.309,4.6666,0.24457805,0.7538542
87651692884864,4932.5537,4.8587,,
92054034823680,4210.421,4.5804,0.16376813,0.75775003
93703302269440,5295.7007,4.4478,0.8616586,1.1006405
101468603135872,5159.316,4.4019,0.49426055,0.877968
101498667447808,5314.483,4.7796,,
104213086819456,4782.585,4.8158,,
105656198885760,3661.0913,4.5973,0.04488462,0.5393524
105827994316672,5713.6567,4.1675,1.7192616,1.3442069
110947595517952,3332.6062,4.931,,
114078627137280,4424.44,4.6461,0.15353055,0.66563106
114216066089600,4561.7505,4.1887,0.4916298,1.1258734
114692807004416,3670.318,4.6107,,
115139483622528,4329.9673,4.8853,,
117548960701952,3944.432,4.457,0.09773774,0.668584
117579025070976,4633.3843,4.5306,0.21839426,0.7277519
118888990506624,3890.7988,4.3915,0.093280576,0.6742498
122771641128064,4419.403,4.355,0.31726336,0.9606795
122836065072128,4288.608,4.9225,,
123454540290432,4644.0493,4.6111,0.11706376,0.52882737
123866857166976,5059.627,4.4302,0.6787021,1.0677153
125653563573248,3516.7722,4.0677,0.048954297,0.5953313
130120329584384,4150.051,4.7249,,
131700877569536,3479.1155,4.6633,0.028890448,0.47470066
135446088793984,5460.3984,3.1744,30.225676,6.150622
136923557804160,4086.1184,5.0031,,
139466178453760,3174.3137,5.0053,,
147368917880960,5420.446,4.6703,0.29323867,0.6170712
148056112656384,4297.807,4.5428,0.11065072,0.5994307
149327422981888,3408.1326,4.6083,,
151870043619584,4618.916,4.885,,
155546535643008,5603.269,4.707,0.30660698,0.59017557
156341105193216,5778.585,4.6371,0.41375914,0.64256656
163281772324992,4233.843,4.674,0.1136598,0.6256966
163827232822272,4784.5967,4.88,0.08329191,0.4204348
163831528140928,4804.8965,4.6894,0.2569493,0.7483201
165308996885888,5398.817,4.228,1.8079923,1.5364301
167606803814144,4308.0493,4.3721,0.15021165,0.6906236
170149424472704,4414.0854,4.8051,,
170497317375104,5772.168,4.5078,0.63312244,0.79219514
172142289529728,3359.753,4.9614,,
175956220231424,5260.241,4.5405,0.32433704,0.6867789
179117316334976,3446.3848,4.6139,,
180972742058240,3930.8782,4.7624,0.121101975,0.74670404
184614874351488,4386.2793,4.5521,0.13019302,0.62812734
186539019827456,3862.4473,5.0436,,
188566244394880,5430.528,4.68,0.29114932,0.6113178
188703683349504,3626.071,4.3982,0.022877736,0.39763722
191658620850304,5032.432,4.6438,0.22582039,0.62579626
