source_id,radial_velocity,radial_velocity_error,phot_bp_mean_mag
2244824786838912,67.35514,0.9554585,12.6083765
2245756795644160,37.586815,2.0417838,13.880506
2250532799255168,2.9282603,4.7399364,14.104571
2277470833881600,-19.965801,3.2473457,12.954997
2295475336808320,9.804901,6.478819,13.343103
2367596427593472,-11.402236,13.912274,15.133653
2369172679959168,-35.76872,6.7359543,14.854315
2376529959574016,-6.3936205,5.372125,14.978704
2383230108549248,1.7576373,7.5475802,14.305289
2398795070096128,-70.13644,0.2294009,11.451885
2422606368760192,20.56657,6.4311337,15.069756
2430680907320192,-16.901167,3.570769,14.014982
2448651050487936,12.916488,3.284726,14.424782
2470057167460096,46.978905,5.3338323,14.591632
2478921980155264,14.069697,0.34689632,9.20534
2492906393412352,-7.8894515,3.3813844,14.491913
2530903968868480,0.74562323,1.10603,12.581018
2547057341130496,11.540733,1.6950716,13.546915
2547366578776064,32.033157,4.116779,14.501418
2569116293155200,4.327704,2.8276074,14.279269
2603476031504768,-1.7417121,0.7366576,12.421558
2623679557621504,13.351908,7.620192,14.589668
2625878580880896,2.0728836,14.2408905,16.206717
2629245835236224,59.84336,9.570895,15.02796
2645841588885504,24.764326,9.965011,14.494034
2653709968966784,-0.50403607,3.458036,14.37099
2676249957412992,-5.9796386,2.2566342,12.986138
2697827873073920,11.101915,6.4439993,14.991835
2700026896324992,15.7140665,2.7032986,15.314804
2743629404283520,56.06657,7.212553,14.62335
2748508487163008,5.63907,2.3709002,14.131333
2763180095401856,-30.581818,3.6956797,14.88834
2763764210951680,32.096283,1.4503225,12.72019
2773724239773952,39.8605,0.25723428,11.401594
2773964757942272,15.2396145,0.45852214,12.701907
2805236415151872,95.23598,21.412987,13.083864
2836022740728320,48.144184,2.6803627,12.437156
2846188927982976,16.684055,1.093615,12.4454155
2850556910080768,-14.047617,1.7426794,14.843666
2860658673150720,-20.465055,12.345225,14.376859
2869076809026048,5.9701166,15.950273,15.25302
2903711425279744,0.2447559,2.5799158,14.421578
2906219686178688,-25.838326,6.5890894,14.859619
2938036803896320,60.275845,0.75666517,12.887738
2939681776071552,-4.8495135,0.2584336,10.892478
2941060460868096,-26.037868,4.671936,13.870646
2942056893281024,-89.55331,2.529037,13.8989315
2952811491387392,42.35174,8.912855,15.160756
2965868192030720,-21.92134,3.3493178,14.858046
2998441223989504,33.803905,2.8601265,14.72217
3016102129506560,11.574389,2.227204,14.329469
3045685864223488,12.104588,16.083036,14.748779
3048297204317696,14.566882,9.93434,15.001269
3075093505137792,14.603817,1.1654016,13.059128
3088807335858048,48.346237,1.6166532,13.814935
3091727913615488,62.466408,8.034107,13.980531
3102070194945792,17.772255,5.72425,14.387798
3122819181640448,89.91104,17.813435,16.527283
3148348466924928,3.2176225,1.066387,12.789874
3156392941276288,-19.575066,6.7446895,15.014348
3180032441246592,-6.5619235,6.487635,14.56262
3203255329257344,-27.199953,0.8718683,11.974215
3224425223203840,-33.010895,9.249957,16.369436
3251878654218752,7.754121,3.8820176,14.51704
3286027938975744,21.563879,0.37635502,11.177056
3297955063354368,11.405621,7.0488706,14.968978
3339805224639744,-10.667783,6.419192,15.338423
3394402849003392,13.4359665,2.4066095,15.427912
3485486219796352,0.86834365,3.957462,14.438946
3496348192720384,-40.757072,6.4389486,15.023623
3499165691234176,-29.58106,3.3856525,15.548289
3523389306771840,-13.782734,1.8374656,13.195619
3531532564782336,-21.093512,8.106592,15.041799
3552315911042688,-9.97713,2.249466,13.63497
3564792791512192,6.5970683,5.858889,14.479043
3621005323432576,4.3739457,5.453637,15.368922
3638047753677568,42.801327,2.9200802,14.37602
3663508319842304,11.110828,4.251901,14.566863
3667013013177216,51.451557,10.407149,15.101263
3713879696281088,5.3673553,3.4108477,14.424589
3718346462268544,14.766745,8.571171,14.980103
3727726670833152,-0.4546701,6.557941,14.634653
3727726670833664,9.148029,0.53415453,10.796546
3736213526202496,-26.085152,3.0434747,14.082232
3763770036361856,-12.092084,0.3948837,11.079257
3775585490834560,6.9580874,2.2348742,12.18166
3809915165148288,-47.49956,5.172835,14.67769
3817852264719104,10.386477,3.5269992,13.94728
3818986136084352,28.997377,4.7811446,14.913482
3822353390441984,-7.2062993,9.807393,15.29787
3838365028532096,-47.895374,3.8649073,14.326641
3845477494373504,52.1047,6.3965273,14.634616
3857842704495616,16.840954,1.3340021,12.590939
3870349649266944,19.27158,0.80930436,12.43309
3881761378067072,27.491228,5.508041,14.831621
3909249168753280,15.121114,5.9527674,15.122943
3919557090256512,31.15426,3.914749,14.345499
3934022540073984,27.951786,6.1641273,15.272981
3987241479189760,-29.010096,0.41673177,12.29891
4007277502181632,-62.017944,6.616816,14.964981
4009476525431168,8.961974,6.262216,14.333981
4036139682389248,19.536999,12.338216,16.195168
4043870623515520,-25.301237,8.833409,15.07236
4052082600981376,39.81418,3.6884668,13.740666
4057167842287616,44.444714,0.9971654,12.699974
38693361197568,-20.947187,6.657048,14.157207
48348447666944,-1.7172866,3.3722203,14.274835
56182467991040,12.220824,4.308183,14.159196
75458281197696,-15.516421,0.14666648,9.278578
83154862613888,-37.740585,0.18249767,9.953431
101193725229056,91.2959,4.8306613,14.816144
101880919994240,25.704891,7.342497,14.93951
103530187434752,10.358468,5.7877083,15.228915
130399502833792,1.9592654,0.328298,11.81022
153897268156288,37.754665,1.8787866,13.076395
163689793862144,-8.118295,3.1413767,13.443743
200596448177152,31.780704,0.1847906,10.308409
203551385701760,39.721516,3.454812,14.149869
213996746151424,14.089687,9.504455,15.244851
216470647288448,48.93313,3.900206,14.363436
223411314459392,15.077897,1.095251,11.895956
248695786575232,7.251093,1.6856897,13.238995
257461814637824,-6.1941304,8.157536,14.2256975
262959373305600,6.1329284,2.6162746,14.430621
272335286899456,5.558108,4.7908196,14.309985
282127811749632,35.890125,0.7007093,12.620275
289313292773888,-29.332916,5.3101015,15.889032
306768039864448,12.01487,1.9190912,12.214549
310341452648320,-1.4687073,0.3528728,11.055059
323398153247232,13.083876,3.6483865,13.854014
333225038416768,-8.775136,1.3419731,12.617845
347170796699648,26.43192,1.3575559,13.080335
401119881399296,26.364002,6.8112845,14.093591
456404700393728,-37.52812,3.1728528,13.963976
474477922791168,86.861595,5.2959228,14.707895
494578369695104,-27.394756,12.845762,15.074795
502962146044416,20.671103,0.25074765,11.422547
506569918372992,34.794853,2.3807943,12.555843
517633754104576,-35.170418,2.97714,13.773344
573021652473600,1.4364969,4.8244925,15.272735
574700984293504,24.671764,7.42428,14.284939
576010949709824,26.778725,2.2619495,13.257004
583192135011200,-43.486702,6.7031393,15.569492
597485786161280,4.0492663,5.9113226,14.921789
634143331784576,10.799527,0.5248284,10.638258
645795578269824,-5.3778076,5.6119,15.51512
664521635681280,10.286832,0.7582028,12.438669
679296323199872,68.81832,0.92234683,12.7663
691936411710976,-2.606071,0.93512547,12.03558
704649514467072,44.226933,0.5806365,12.305741
710902986848384,63.734573,1.0853361,13.437904
731037793527552,0.047991518,3.700026,13.39359
737909741197696,-7.2400417,5.1539035,14.109945
738395073234944,48.2093,11.988178,14.90738
766565763488128,12.150481,0.7029352,12.706718
790450076175104,1.8816142,15.221128,16.258635
794126568840192,13.209427,2.1702201,13.6448
795432238896000,35.400093,2.1364174,13.46668
826729665377024,-5.6439137,1.9467895,12.814511
827352435821440,2.7913072,3.652842,13.251399
835873650929024,14.308271,3.1019323,14.146805
867411595625088,17.667828,1.7505372,13.742955
875524788951424,33.918823,0.40705618,9.66918
876040185024256,36.7936,3.3127391,14.016994
916550316530944,61.43378,1.2624258,12.693846
919264735864320,0.7909553,5.3735,15.178181
928232627568128,6.418889,4.4523168,14.491513
937269238736128,-25.720598,1.6978633,13.152838
940941435725952,30.378162,0.8602155,12.460848
952490602879232,19.932121,3.722165,14.521777
961973890657152,25.686285,6.05984,11.642715
969837975192832,16.267633,0.4077382,10.621533
971251020192640,48.912823,2.97307,13.023163
972591049791872,-62.51242,3.705725,14.820707
1025191513696512,-1.1123098,4.9699197,14.839934
1039420741032448,-112.725365,0.22502367,11.225592
1118619937918976,2.9275057,12.104707,15.041344
1126900635014656,20.311716,8.01478,14.627066
1161981927876352,19.872618,7.443593,15.468167
1199086149579520,20.118803,0.516869,11.774599
1199159164766464,10.337941,5.259669,12.490115
1202384684461440,-4.8280983,4.8138413,14.726306
1213006138643456,-27.766453,5.9230337,15.583872
1241387283232256,22.01683,5.086583,14.687522
1250110361045376,-10.206385,1.233361,12.809863
1282137932817152,14.777896,8.389675,15.160745
1283477962613120,32.15744,0.4567835,12.430705
1297565455313280,-13.161442,2.1055589,13.766492
1307117462603392,-37.44533,2.2412055,13.2621
1341511560691968,46.07266,5.0176325,14.791483
1343710583944320,0.11921876,6.2053537,14.660224
1356836003967872,-51.143616,7.27514,15.002488
1363428778183680,19.624544,2.1827466,13.002206
1381403216912512,8.692732,0.9377363,13.703255
1398376927646720,24.094671,5.3942766,14.782285
1412189542576000,5.59346,4.8413525,10.712259
1438676605210624,-16.950441,0.6581368,11.887369
1477228232488320,2.0011218,2.8058045,12.902197
1477743628307712,41.38938,3.496338,14.065663
1497229894979968,20.25241,12.845653,16.284342
1508396809939072,6.834782,3.2973418,15.11468
1521350431330816,-4.001927,4.7794704,15.001489
1521865827406720,-28.602211,7.807728,15.066882
1546703623466880,20.493965,1.5656636,10.212755
1555744529619968,-75.79865,0.30980253,11.285462
1557771754030592,40.291424,3.4038126,15.222924
1564712421178240,1.4747604,0.24930173,11.171272
1571996685687168,-17.535084,18.981308,14.621736
1580483541056128,43.03747,3.4918299,13.748012
1580827138438528,10.995974,5.793188,15.095933
1581445613727872,25.678402,4.4068017,14.074189
1582785643520000,18.38723,4.2532935,14.267655
1593815119566464,13.428328,2.968658,15.899963
1612678615924864,-43.49999,0.883116,12.665191
1614808919706368,1.9831464,3.812156,14.177335
1632877846466432,8.905406,3.7316883,13.140584
1644461373854464,23.130907,0.4194402,11.53349
1651676918907264,1.4421791,3.1247907,15.851113
1653051308441728,75.90534,1.6489204,12.926631
1663359229978112,18.216747,8.794563,15.622564
1677584161634304,-41.09709,2.9661868,13.348934
1685143304099968,-26.176828,7.183946,14.706316
1706618140574464,36.96323,4.3405776,14.788954
1728780171844352,30.499718,3.797341,15.218577
1750461166743680,-11.060598,2.301469,13.987368
1752763269208960,-4.549367,5.7488513,14.505218
1759394698706304,-34.773968,7.1473002,15.443177
1787569684129408,-9.679224,5.5776734,14.763237
1789184591832064,47.063007,5.667328,15.818869
1791108737182848,-4.7163215,4.186294,14.493681
1823338171782272,6.3120213,3.424486,14.025022
1827491405220352,1.0614468,0.66945755,12.461296
1862095956762880,-21.099758,3.5279348,14.460038
1866768881212544,48.5679,6.6389203,15.205791
1877763997476480,1.6630703,5.1469383,14.96438
1906694897222400,-35.055225,7.8813133,14.546805
1920163914563584,49.078503,3.0265772,10.570351
1939748965460096,-27.643215,4.877724,12.892059
1946655272858496,-60.87851,0.6456466,11.473643
1956516517777280,-0.094806574,3.9595942,13.85739
1980430895754496,68.33387,9.813729,15.51065
1990601378277504,37.696556,7.9927945,15.047111
2010736184986880,-185.37036,1.1574628,13.4527025
2018153593333888,74.50454,1.3454605,12.714578
2032932575958784,0.33531165,4.2334476,14.891745
2036437269274752,-8.623628,4.7214103,14.118139
2039873243073664,-6.306618,2.7651265,13.602869
2056572075933952,122.36772,7.8012853,15.213245
2077600235810048,20.17323,0.20307292,7.70787
2084712701645696,9.169277,4.5979133,14.757701
2095879616616448,52.673,2.4252896,14.539694
2104194673271424,35.899624,3.7927942,14.808866
2129208563145472,10.330364,10.838539,14.884846
2147384864758400,-7.3560424,4.301627,14.627789
2207583126307072,26.07121,8.43745,14.934214
2218269004978176,-13.039625,1.8874046,13.549249
2226068665564544,16.680147,3.5187273,14.843797
2235723751114240,-85.28489,4.649428,11.815315
2365569203031168,46.4893,3.3277354,13.677704
2393091353567360,-12.820821,6.576755,14.300233
2409687107187840,22.408514,8.965287,14.422274
2464387810640000,-66.67041,4.1164703,14.199716
2469022079656832,35.236008,2.7006943,13.54281
2475829603486848,16.819815,3.1200075,13.805661
2482044420495744,-10.327722,0.818549,12.833641
2500706054053888,33.77576,2.30457,14.201583
2532420092551552,-26.405415,0.65581167,11.803326
2546541945056384,-9.455901,4.0899596,13.438912
2582619670319744,33.684208,3.1912518,13.837058
2600314935576704,-34.42579,10.239484,14.192375
2683362423252736,19.53648,2.9436073,13.697248
2687623030810240,-2.273701,4.439372,14.773322
2689375377427328,-6.648685,2.485934,13.216279
2706177289492224,27.446077,4.445536,14.620887
2721845330202880,36.957832,7.804659,14.580176
2729232673961216,21.228277,2.1977146,15.277786
2761732691084416,67.083626,1.5387633,12.924883
2768952531443840,-18.568535,7.194183,15.017094
2811352448601728,-6.663021,12.957042,15.018613
2819319612354048,0.27491692,1.8708167,13.579656
2840764384619264,79.95861,4.648051,15.496579
2856840446645120,13.613383,0.58121324,12.399617
2859215564140160,25.129646,5.104849,15.486417
2874883604803968,33.01471,3.9381151,14.269085
2901817344395264,-5.3205314,3.3807814,13.097705
2924808304658432,-8.279466,2.9535651,14.1823225
2931302295197184,-16.114563,6.6850057,14.962346
2933329519757952,7.3787713,2.6494339,13.97877
2955182313331456,-53.050426,7.588291,14.816221
2962363498725120,59.382557,2.333658,13.507581
2964287644088960,6.1540394,1.8449304,13.4372225
2973049377340928,-8.803569,2.5244374,13.171196
2983116780688384,7.1450853,5.593692,14.765994
3026169532834560,16.389105,3.0555887,14.62313
3151891815769984,41.64105,3.1412659,14.955789
3154228277766784,-2.1949613,4.9540358,14.708615
3166146811411584,-28.734463,2.0934632,12.842745
3168006532832640,8.121534,4.563983,14.353033
3177421101129472,20.113405,3.1594274,13.789579
3184121250339968,-47.883728,3.1700983,14.513164
3205080690546176,45.252224,2.289258,13.340834
3215663489954560,80.15683,1.5285367,13.988798
3228891989224704,67.08963,4.62519,15.355822
3254867951465856,86.81231,0.41330197,11.696297
3257857248700160,47.84271,3.5896277,16.026152
3261430661489664,42.736217,1.4501082,13.440879
3264793620267264,62.564915,0.91881806,13.400751
3287028666550016,-11.188681,0.48008597,12.553867
3296030918008320,-28.368982,5.4938655,15.101341
3315993925976960,46.53145,3.68819,12.9785385
3321113526990592,40.387756,2.060252,14.548037
3330837332927616,-31.80499,7.8102345,14.95209
3334307666522752,41.23484,6.732871,14.823112
3334685623644160,-9.985172,0.7145742,10.555264
3346505373840128,27.035824,12.996538,15.60841
3354575617015552,-14.37645,1.3313856,12.65089
3360691650041728,38.764088,0.8672588,11.222792
3387565261069952,37.484726,0.5393009,12.852031
3390210960931328,-2.3816898,1.0337815,12.348475
3418695184026496,38.425095,4.681369,14.517027
3427800514683136,-6.8126564,5.831821,14.603304
3428036737246592,24.27355,3.114047,13.408427
3445839377290624,0.9304232,5.942781,14.347435
3446182974706304,-18.811756,3.720584,14.508795
3462469490646400,-18.546816,4.850683,12.341048
3468276286432384,-34.258442,2.4154575,14.33208
3472085922435456,15.849017,0.41111597,11.620046
3488136215232384,-32.112812,3.2544618,13.623919
3508202302406144,-16.638372,7.55762,14.642096
3521190283536256,53.19222,3.4780095,13.741959
3527134518247040,37.273113,12.65525,16.950233
3562795631250304,-38.581646,16.090996,14.55071
3579601838717824,-28.649206,3.1865268,15.123096
3631691202084096,-28.668262,10.20788,14.7089615
3656533292894848,37.312244,2.1296203,13.47937
3658560517457024,-73.644844,2.2969983,13.665725
3659556949935360,-3.5412076,0.7534262,11.526817
3697490101101440,71.458855,6.2014627,14.516549
3697764979009408,19.92945,2.0843117,13.061139
3752255228643584,49.448406,1.2847059,13.228386
3763976194792448,-17.94317,0.32108927,9.554435
3820734187063296,-20.106344,1.0021926,12.964629
3827988387525760,-12.438314,7.4137945,15.389364
3921786177587968,0.9231285,0.8747024,12.57399
21788369897344,2.9883664,1.7952698,13.356497
22990960742656,-3.3599102,3.4250755,14.929481
33711199137024,-34.40344,5.352973,14.398673
54155243432320,30.604548,5.706786,16.064037
56732223835904,49.709812,6.037753,14.550476
86693915665280,31.442774,0.3831563,10.166245
93703302269696,9.886666,6.7322016,15.414003
129815387282432,1.6115,5.7741156,14.944254
157921653157248,-16.487474,3.0344353,14.097911
184790968555776,-25.083801,6.6723895,15.214553
188566244384512,-15.69055,0.91988486,12.265997
194789652396672,-4.922166,2.5639653,13.0355625
210041080644096,54.71622,2.3425844,13.514668
231515917394688,-3.204527,1.994203,13.13916
235776524949888,-23.218958,1.5781385,14.058139
238048562976000,20.24081,2.7324545,12.936795
240041427798144,-118.54417,5.858879,14.683362
260210594238336,-3.9557292,1.1952918,12.126123
283850094391296,-3.192114,2.098521,13.262772
286560217998208,15.107226,0.9917445,12.426187
298521702648832,-15.361886,8.001807,14.585932
298689205872256,26.900108,1.7577975,13.541452
300205329840128,-3.0834289,4.786422,13.825818
326829831593216,-15.721968,0.93152523,11.953506
337932322548224,13.095809,4.2945642,13.870724
370505354505344,-1.9599448,8.617779,14.063352
404693294171136,8.842075,9.000629,15.1422
410225212045824,11.442484,3.0870228,14.014804
422285480208384,-15.434614,6.8499556,15.256221
429118772479616,-31.221539,1.700388,12.882205
430531817411456,19.665154,7.4436755,14.99635
476844449200256,-43.96508,2.4411588,13.656056
493302763869056,10.096756,3.0863514,14.371603
503065225060864,-61.14416,0.1840256,10.485459
506222025490304,30.344635,0.6109783,10.673627
506604278112384,-23.694635,6.7631197,15.421159
514227844527872,36.131874,1.8746504,13.443794
517530674915456,6.8247623,1.2098607,13.838191
527598078247424,-4.3857617,4.680412,14.453737
597034813894784,-23.203424,2.088921,13.042653
616452361942528,39.16517,4.879031,14.395007
630505494719360,-31.353418,0.1720639,9.291474
667614012130688,68.12565,19.801325,15.07218
671977699143808,48.31351,0.81136173,11.37326
686851170433920,-26.123055,2.8759947,13.7867
690154000493952,27.45258,6.046182,14.418388
693521254854528,-47.393616,11.467096,15.785136
699980885693312,1.5965583,0.15872899,9.729705
700221403831808,-11.217107,3.518075,14.420793
722933190984320,8.321486,6.9323792,14.7361
730595412631424,40.15629,3.9279983,14.364554
744579826139136,2.7650943,3.2716753,14.007749
759148355201024,53.201687,5.5070477,14.64645
767635210604416,73.85946,9.297302,14.84636
785880231619456,10.984807,5.101708,14.417954
822232834835072,13.035829,10.120133,14.528552
852228886344320,-12.474548,10.620986,14.789213
902909500419456,-37.008274,2.7700706,13.649388
922735069432960,41.875446,4.3327084,14.975428
925793086142208,9.773385,2.2993746,13.342759
926136683525632,-89.80528,2.9479754,13.853393
930637809250304,-8.636202,1.747513,12.699674
955514259825664,60.394432,1.6720078,13.393145
958263038888576,5.052002,3.5396702,13.97875
959328190809216,19.179873,2.8940997,13.238922
961733372488960,-12.643283,1.1874387,12.613383
967982549322368,-38.08254,0.8299976,13.016272
982624093385856,-104.828,8.478984,17.106796
989289882763648,27.6911,0.2976048,11.3982115
1013169900890624,78.14651,2.2141223,15.467795
1020488525211008,-21.014917,8.786959,13.676112
1021862914727808,-6.849801,9.431548,14.097903
1037805833315584,55.15133,11.848942,15.032924
1039386381294208,-18.82643,5.526738,14.640009
1046361408175616,34.135822,3.093128,14.298815
1052958477937280,-0.4056627,12.203384,15.3605995
1072096852185472,-115.52607,8.070968,14.935384
1083744803491840,63.016438,4.0803466,13.593442
1114702927730304,-7.6831713,4.9913273,13.952987
1180261308686592,35.7326,1.9078357,14.14688
1203694650230656,-10.833631,10.116581,15.267454
1211356871880448,46.22106,5.5229897,14.659065
1222798664758912,11.236845,4.5382204,15.805308
1250733132042624,5.641716,3.5921397,13.106268
1279870190088320,12.827058,2.8068876,13.651349
1306086670473472,-24.219687,0.20524308,11.331741
1338861565257216,15.205002,0.49972335,12.933191
1345596073973376,28.546953,0.33762816,11.06571
1358553991090432,-4.2388697,2.2283366,12.927515
1371335813553408,-7.085593,3.4423769,13.951246
1371610691460096,66.78314,4.486945,13.874663
1375798284017536,24.245539,0.8960849,11.702855
1417480942320512,-20.888462,0.50703394,11.541528
1425830358705024,19.049936,0.2132104,11.501496
1490701544721536,34.732426,6.650047,15.224793
1492969287666944,-9.2770405,2.5869944,13.284152
1493450323792384,-13.817492,2.5898361,13.111931
1521453510547584,-70.31363,8.684042,15.550881
1528080644452480,-5.4940395,1.9472264,12.522097
1573645953125120,40.596962,1.8181119,14.360604
1589520152274304,23.588863,0.34724274,11.156677
1612506817234432,-5.8985353,3.1149552,14.343462
1626078913830016,-12.721388,2.473969,13.493544
1650817925449472,6.4144387,2.6135845,13.420773
1658750729950848,1.3151736,2.4717686,12.480954
1662156639136512,40.279915,8.131885,14.970988
1670540415293440,15.197535,5.318815,14.909536
1676239836839168,42.249798,9.38342,14.824277
1684971505380480,27.806643,3.7310035,14.547856
1685486901455616,21.354916,8.764737,15.176589
1686723852064128,0.7342214,3.8375912,13.627402
1715757831008000,30.208908,5.0242877,15.0637245
1716376306299648,25.389256,5.3029075,15.353434
1791727212471680,43.826782,7.598761,14.85465
1810556349108096,-30.814182,6.445552,15.528494
1842648344882048,-71.037994,14.092751,15.115667
1863573425504512,56.857296,7.0070753,15.103748
1884051829609984,24.502691,7.1858926,15.193665
1901953253277696,-1.2346082,5.9733634,14.441934
1933186255435904,-17.482819,16.565605,14.891108
1955623164578688,19.097298,3.8415987,14.352887
1960570966873856,-10.172084,3.2698488,13.914394
1962529471984896,24.37313,2.7542665,13.68788
1968439346980608,12.431949,5.628957,15.1363535
1970329132676608,-54.92133,5.368454,14.746532
1977956994592512,84.93887,5.0458503,14.795718
2007639512866176,4.2951517,3.4585047,15.190574
2016302462593920,10.950177,2.6173933,13.925617
2032657698052096,-53.36458,8.654068,15.097196
